date,first_male,first_female,finishers,helpers,last_updated
2023-07-01,Ian BEEDEN,Ruth SENIOR,418,26,2026-04-01 08:10:30.699583
2023-07-08,Michael CLARK,Bethany JACKSON,437,29,2026-04-01 08:10:30.699583
2023-07-15,Zak HOUGHTON,Tawa GROOMBRIDGE,350,30,2026-04-01 08:10:30.699583
2023-07-22,James REED,Emma Florence HUNTER,401,29,2026-04-01 08:10:30.699583
2023-07-29,Tom COLLIER,Holly COOPER,436,28,2026-04-01 08:10:30.699583
2023-08-05,Tom COLLIER,Harriet CARR,448,31,2026-04-01 08:10:30.699583
2023-08-12,Matthew LIGHTFOOT,Holly COOPER,425,26,2026-04-01 08:10:30.699583
2023-08-19,Wai Hon YU,Isabel RODRIGUEZ,437,27,2026-04-01 08:10:30.699583
2023-08-26,Andy BARNES,Cassie MODEN,507,28,2026-04-01 08:10:30.699583
2023-09-02,Tom COLLIER,Eleanor PHILLIPS,441,27,2026-04-01 08:10:30.699583
2023-09-09,Reuben ANDREWS,Mabel BECKETT,401,28,2026-04-01 08:10:30.699583
2023-09-16,Tom COLLIER,Holly COOPER,366,26,2026-04-01 08:10:30.699583
2023-09-23,Lucas PORTER,Holly COOPER,433,30,2026-04-01 08:10:30.699583
2023-09-30,John HUDSON,Holly COOPER,474,31,2026-04-01 08:10:30.699583
2023-10-07,Josh HOLMAN,Holly COOPER,486,27,2026-04-01 08:10:30.699583
2023-10-14,Jacob OCAL,Meghan GRANGE,533,22,2026-04-01 08:10:30.699583
2023-10-21,Lucas PORTER,Georgina MUNDAY,560,28,2026-04-01 08:10:30.699583
2023-10-28,Steve HAYES,Harriet CARR,525,30,2026-04-01 08:10:30.699583
2023-11-04,John HUDSON,Harriet CARR,480,33,2026-04-01 08:10:30.699583
2023-11-11,Jacob OCAL,Harriet CARR,468,23,2026-04-01 08:10:30.699583
2023-11-18,Logan SMITH,Emma SIMPSON,284,29,2026-04-01 08:10:30.699583
2023-11-25,John HUDSON,Harriet CARR,510,30,2026-04-01 08:10:30.699583
2023-12-09,Lucas PORTER,Kate GOODING,309,24,2026-04-01 08:10:30.699583
2023-12-16,Steven DENBY,Amy PARTRIDGE,377,26,2026-04-01 08:10:30.699583
2023-12-23,Harry ALLCOCK,Holly Alexandra ARCHER,502,30,2026-04-01 08:10:30.699583
2023-12-25,Barclay IZZARD,Rachel COOKE,885,40,2026-04-01 08:10:30.699583
2023-12-30,Harry ALLCOCK,Lilly HAWKINS,444,26,2026-04-01 08:10:30.699583
2024-01-06,John HUDSON,Alice BAMBER,742,28,2026-04-01 08:10:30.699583
2024-01-13,Matthew WILEMAN,Christine FAULKNER,647,29,2026-04-01 08:10:30.699583
2024-01-20,Hal RUTHERFORD,Sarah MEEHAN,501,30,2026-04-01 08:10:30.699583
2024-01-27,Lucas PORTER,Emily DAVIES,563,28,2026-04-01 08:10:30.699583
2024-02-03,Logan SMITH,Holly Alexandra ARCHER,561,27,2026-04-01 08:10:30.699583
2024-02-10,Tom REHAL,Christine FAULKNER,554,27,2026-04-01 08:10:30.699583
2024-02-17,Lucas PORTER,Ellen JACK,699,27,2026-04-01 08:10:30.699583
2024-02-24,Zak HOUGHTON,Lottie HEMMINGS,597,33,2026-04-01 08:10:30.699583
2024-03-02,Gary CRUSH,Becky SCHOFIELD,621,28,2026-04-01 08:10:30.699583
2024-03-09,Will SHARDLOW,Christine FAULKNER,580,29,2026-04-01 08:10:30.699583
2024-03-16,John RASPIN,Lexie MCLOUGHLIN,570,31,2026-04-01 08:10:30.699583
2024-03-23,William PERCIVAL,Christine FAULKNER,579,29,2026-04-01 08:10:30.699583
2024-03-30,John RASPIN,Clare SLORACH,583,32,2026-04-01 08:10:30.699583
2024-04-06,Will DORSETT,Millie BRADFIELD,461,30,2026-04-01 08:10:30.699583
2024-04-13,Tom REHAL,Amanda SPENCER,576,29,2026-04-01 08:10:30.699583
2024-04-20,Gary CRUSH,Rosie CALE,535,25,2026-04-01 08:10:30.699583
2024-04-27,Piers ARNOLD,Harriet CARR,518,32,2026-04-01 08:10:30.699583
2024-05-04,Connor BRAITHWAITE,Claire KENT,636,26,2026-04-01 08:10:30.699583
2024-05-11,Laurence ROUSE,Mabel BECKETT,627,29,2026-04-01 08:10:30.699583
2024-05-18,John HUDSON,Christine FAULKNER,545,27,2026-04-01 08:10:30.699583
2024-05-25,George BOWEN,Chloe WEBB,466,26,2026-04-01 08:10:30.699583
2024-06-01,George BOWEN,Bonnie BECK,663,28,2026-04-01 08:10:30.699583
2024-06-08,Gary CRUSH,Jihanna ALLARD,594,30,2026-04-01 08:10:30.699583
2024-06-15,Harry ALLCOCK,Amy CLARKE,554,23,2026-04-01 08:10:30.699583
2024-06-22,James SENIOR,Mabel BECKETT,490,29,2026-04-01 08:10:30.699583
2024-06-29,Dominic William BLAKE,Christine FAULKNER,492,27,2026-04-01 08:10:30.699583
2024-07-06,Piers ARNOLD,Clare SLORACH,444,30,2026-04-01 08:10:30.699583
2024-07-13,Steven DENBY,Christine FAULKNER,497,30,2026-04-01 08:10:30.699583
2024-07-20,Steven DENBY,Amanda SPENCER,484,31,2026-04-01 08:10:30.699583
2024-07-27,Mathew RAINBOW,Christine FAULKNER,448,31,2026-04-01 08:10:30.699583
2024-08-03,Sam LARKHAM,Chloe WEBB,484,27,2026-04-01 08:10:30.699583
2024-08-10,Tom COLLIER,Christine FAULKNER,524,24,2026-04-01 08:10:30.699583
2024-08-17,John HUDSON,Chloe PELLICAN,499,27,2026-04-01 08:10:30.699583
2024-08-24,George BOWEN,Joanna ANDREWS,477,26,2026-04-01 08:10:30.699583
2024-08-31,Steven DENBY,Christine FAULKNER,513,28,2026-04-01 08:10:30.699583
2024-09-07,Tim BONGAERTS,Alice BAMBER,400,25,2026-04-01 08:10:30.699583
2024-09-14,William CORK,Christine FAULKNER,484,26,2026-04-01 08:10:30.699583
2024-09-21,Piers ARNOLD,Harriet CARR,498,28,2026-04-01 08:10:30.699583
2024-09-28,John HUDSON,Emily DAVIES,606,29,2026-04-01 08:10:30.699583
2024-10-05,Piers ARNOLD,Beau BECK,573,27,2026-04-01 08:10:30.699583
2024-10-12,George BOWEN,Clare SLORACH,615,29,2026-04-01 08:10:30.699583
2024-10-19,Logan SMITH,Mabel BECKETT,539,29,2026-04-01 08:10:30.699583
2024-10-26,James MCALLEN,Ellen JACK,657,28,2026-04-01 08:10:30.699583
2024-11-02,Piers ARNOLD,Millie BRADFIELD,566,27,2026-04-01 08:10:30.699583
2024-11-09,Tobias CHEESBROUGH,Jihanna ALLARD,596,23,2026-04-01 08:10:30.699583
2024-11-16,Harry ALLCOCK,Cora DOWNING,570,32,2026-04-01 08:10:30.699583
2024-11-23,Daniel SIMMONS,Mai LORAM,319,32,2026-04-01 08:10:30.699583
2024-11-30,George BOWEN,Sarah BARRETT,540,31,2026-04-01 08:10:30.699583
2024-12-07,Corben Alan REYNOLDS,Christine FAULKNER,361,31,2026-04-01 08:10:30.699583
2024-12-14,Tom REHAL,Alice HORNEY,479,31,2026-04-01 08:10:30.699583
2024-12-21,James WISBEY,Millie BRADFIELD,519,35,2026-04-01 08:10:30.699583
2024-12-25,Harry ALLCOCK,Jihanna ALLARD,1102,36,2026-04-01 08:10:30.699583
2024-12-28,James MCALLEN,Nora OSTERGAARD,554,29,2026-04-01 08:10:30.699583
2025-01-04,John HUDSON,Millie BRADFIELD,420,32,2026-04-01 08:10:30.699583
2025-01-11,Samuel WORFOLK,Millie BRADFIELD,520,28,2026-04-01 08:10:30.699583
2025-01-18,William CLIFTON,Joanna ANDREWS,585,37,2026-04-01 08:10:30.699583
2025-01-25,Joey BENDALL,Joanna ANDREWS,616,29,2026-04-01 08:10:30.699583
2025-02-01,John HUDSON,Joanna ANDREWS,663,30,2026-04-01 08:10:30.699583
2025-02-08,Callum BOWEN-JONES,Rebecca MOORE,574,31,2026-04-01 08:10:30.699583
2025-02-15,Callum BOWEN-JONES,Nora OSTERGAARD,544,32,2026-04-01 08:10:30.699583
2025-02-22,David COLE,Joanna ANDREWS,520,31,2026-04-01 08:10:30.699583
2025-03-01,Billy ECCLES,Joanna ANDREWS,606,33,2026-04-01 08:10:30.699583
2025-03-08,Tobias CHEESBROUGH,Sarah BARRETT,561,30,2026-04-01 08:10:30.699583
2025-03-15,William CORK,Mabel BECKETT,642,36,2026-04-01 08:10:30.699583
2025-03-22,Lloyd WILLIAMS,Olivia STOCK,688,29,2026-04-01 08:10:30.699583
2025-03-29,Will DORSETT,Jess DAVIES,575,31,2026-04-01 08:10:30.699583
2025-04-05,Piers ARNOLD,Meghan GRANGE,559,33,2026-04-01 08:10:30.699583
2025-04-12,Piers ARNOLD,Millie BRADFIELD,569,29,2026-04-01 08:10:30.699583
2025-04-19,William CORK,Eleanor MATTHEWS,698,37,2026-04-01 08:10:30.699583
2025-04-26,Jamie RICHARDSON,Millie BRADFIELD,536,33,2026-04-01 08:10:30.699583
2025-05-03,Piers ARNOLD,Annie GOULD-MAGEE,641,33,2026-04-01 08:10:30.699583
2025-05-10,Piers ARNOLD,Kate PALMER,789,39,2026-04-01 08:10:30.699583
2025-05-17,Piers ARNOLD,Emma TURLEY,637,34,2026-04-01 08:10:30.699583
2025-05-24,Piers ARNOLD,Ellen JACK,481,29,2026-04-01 08:10:30.699583
2025-05-31,George BOWEN,Harriet CARR,650,31,2026-04-01 08:10:30.699583
2025-06-07,Callum BOWEN-JONES,Chloe WEBB,525,28,2026-04-01 08:10:30.699583
2025-06-14,Piers ARNOLD,Lydia POUNCEY,523,32,2026-04-01 08:10:30.699583
2025-06-21,Angus JAMIESON,Beth WARD,510,32,2026-04-01 08:10:30.699583
2025-06-28,Tyler REYNOLDS,Harriet CARR,555,33,2026-04-01 08:10:30.699583
2025-07-05,Robert LAING,Jessica BEHAN,479,30,2026-04-01 08:10:30.699583
2025-07-12,Jonny EARL,Gracie LOWE,483,31,2026-04-01 08:10:30.699583
2025-07-19,Jonny EARL,Harriet CARR,446,29,2026-04-01 08:10:30.699583
2025-07-26,George BOWEN,Millie BRADFIELD,490,31,2026-04-01 08:10:30.699583
2025-08-02,John HUDSON,Rebecca MOORE,551,26,2026-04-01 08:10:30.699583
2025-08-09,Fin LUMBER - FRY,Summer SIMMONS,537,24,2026-04-01 08:10:30.699583
2025-08-16,Piers ARNOLD,Amy CLARKE,531,29,2026-04-01 08:10:30.699583
2025-08-23,John HUDSON,Christine FAULKNER,565,26,2026-04-01 08:10:30.699583
2025-08-30,Piers ARNOLD,Emma TURLEY,626,33,2026-04-01 08:10:30.699583
2025-09-06,Connor PECK,Clare SLORACH,417,30,2026-04-01 08:10:30.699583
2025-09-13,Ben EKBERY,Joanna ANDREWS,593,29,2026-04-01 08:10:30.699583
2025-09-20,Daniel SIMMONS,Harriet CARR,545,29,2026-04-01 08:10:30.699583
2025-09-27,Stephen PAXTON,Helene GREENWOOD,580,29,2026-04-01 08:10:30.699583
2025-10-04,Piers ARNOLD,Millie BRADFIELD,550,29,2026-04-01 08:10:30.699583
2025-10-11,Will DORSETT,Harriet CARR,545,35,2026-04-01 08:10:30.699583
2025-10-18,Ben LOMBARD,Joanna ANDREWS,541,32,2026-04-01 08:10:30.699583
2025-10-25,Piers ARNOLD,Jess DAVIES,501,30,2026-04-01 08:10:30.699583
2025-11-01,Piers ARNOLD,Millie BRADFIELD,558,27,2026-04-01 08:10:30.699583
2025-11-08,Harry ALLCOCK,Harriet CARR,614,28,2026-04-01 08:10:30.699583
2025-11-15,Euan CARRIER,Harriet CARR,524,25,2026-04-01 08:10:30.699583
2025-11-22,Logan SMITH,Rachel COOKE,478,38,2026-04-01 08:10:30.699583
2025-11-29,Piers ARNOLD,Harriet CARR,516,26,2026-04-01 08:10:30.699583
2025-12-06,Dominic William BLAKE,Harriet CARR,479,29,2026-04-01 08:10:30.699583
2025-12-13,Jack HOOD,Imogen MILROY,486,26,2026-04-01 08:10:30.699583
2025-12-20,Kim BOWLING,Harriet CARR,558,38,2026-04-01 08:10:30.699583
2025-12-25,James SENIOR,Anya CULLING,1210,42,2026-04-01 08:10:30.699583
2025-12-27,Tyler BILYARD,Alison ARMSTRONG,465,29,2026-04-01 08:10:30.699583
2026-01-03,Piers ARNOLD,Harriet CARR,471,35,2026-04-01 08:10:30.699583
2026-01-17,Chris MILLSTED,Colleen Nicole MUKUYA,637,31,2026-04-01 08:10:30.699583
2026-01-24,Rowan STRINGER,Alicia LACEY,707,33,2026-04-01 08:10:30.699583
2026-01-31,Rowan STRINGER,Rowen HUGHES,654,33,2026-04-01 08:10:30.699583
2026-02-07,Chris MILLSTED,Emma TURLEY,630,38,2026-04-01 08:10:30.699583
2026-02-14,Rowan STRINGER,Georgia GITTINS,620,32,2026-04-01 08:10:30.699583
2026-02-21,James Michael ORRELL,Juliet BROSTER,676,32,2026-04-01 08:10:30.699583
2026-02-28,Laurence ROUSE,Joanna ANDREWS,594,34,2026-04-01 08:10:30.699583
2026-03-07,Logan SMITH,Millie BRADFIELD,608,28,2026-04-01 08:10:30.699583
2026-03-14,Piers ARNOLD,Millie BRADFIELD,605,37,2026-04-01 08:10:30.699583
2026-03-21,Ashley DENNETT,Florence ABBOTT,610,34,2026-04-01 08:10:30.699583
2026-03-28,Steven BACON,Rachel COOKE,606,36,2026-04-01 08:10:30.699583
